IBVStatusID,DateCreated
42228,2025-12-04 07:32:23.193
42242,2025-12-04 07:44:23.013
42246,2025-12-04 10:16:34.610
42259,2025-12-04 11:49:54.690
42272,2025-12-04 11:43:00.700
42290,2025-12-05 08:17:07.150
42316,2025-12-05 06:52:44.010
42329,2025-12-04 07:32:52.713
42424,2025-12-04 08:00:50.790
42432,2025-12-04 07:53:22.740
42434,2025-12-04 11:24:08.040
42436,2025-12-05 07:25:17.790
42439,2025-12-04 10:42:52.540
42499,2025-12-05 07:04:11.120
42510,2025-12-04 13:51:49.897
42524,2025-12-04 07:31:33.800
42528,2025-12-04 07:35:52.723
42546,2025-12-04 11:14:16.550
42556,2025-12-04 11:16:00.897
42586,2025-12-04 07:54:17.550
42604,2025-12-04 08:49:46.140
42612,2025-12-05 06:26:23.297
42673,2025-12-04 10:49:57.937
42684,2025-12-04 07:31:36.283
42689,2025-12-04 07:32:07.533
42690,2025-12-04 07:31:38.150
42695,2025-12-04 07:31:55.490
42698,2025-12-04 07:31:53.533
42700,2025-12-04 07:31:27.117
42708,2025-12-05 08:17:09.660
42718,2025-12-04 07:32:18.290
42741,2025-12-05 07:47:19.623
42760,2025-12-04 11:09:53.000
42768,2025-12-05 08:03:32.113
42769,2025-10-07 04:27:55.273
42775,2025-12-04 07:32:02.990
42790,2025-12-04 08:50:47.613
42791,2025-12-05 07:54:06.237
42793,2025-12-04 13:49:25.863
42800,2025-12-04 14:06:03.657
42802,2025-12-04 07:32:05.463
42827,2025-12-04 14:12:39.063
42835,2025-12-04 07:31:47.997
42837,2025-12-04 07:35:08.097
42840,2025-12-04 07:31:50.400
42851,2025-12-04 11:23:49.520
42852,2025-12-04 07:31:57.123
42854,2025-12-05 08:00:49.830
42857,2025-12-05 08:17:18.273
42860,2025-12-04 07:31:58.680
42865,2025-10-01 11:54:00.360
42868,2025-12-04 07:32:00.497
42890,2025-12-04 07:32:10.270
42893,2025-12-04 07:32:12.150
42905,2025-12-04 07:32:29.073
42906,2025-12-04 07:32:37.590
42907,2025-12-04 07:32:40.077
42908,2025-12-04 07:32:46.507
42909,2025-12-04 07:32:43.783
42910,2025-12-04 07:32:49.027
42919,2025-12-04 07:36:20.387
42924,2025-12-04 08:03:26.120
42925,2025-12-04 11:35:11.347
42935,2025-12-04 07:49:28.923
42939,2025-12-04 07:33:05.620
42941,2025-12-04 07:32:57.600
42944,2025-12-04 07:33:12.603
42947,2025-12-04 07:34:10.730
42953,2025-12-04 07:33:53.690
42959,2025-12-04 07:55:50.887
42967,2025-12-04 07:53:16.547
42968,2025-12-04 07:33:09.797
43000,2025-12-05 07:05:59.467
43027,2025-12-05 07:24:21.103
43044,2025-12-05 05:56:58.700
43052,2025-12-04 07:32:59.383
43058,2025-12-04 07:35:12.790
43059,2025-12-04 14:24:12.880
43074,2025-12-04 07:33:02.163
43094,2025-12-04 07:33:07.567
43096,2025-12-04 07:33:14.880
43102,2025-12-04 11:35:07.480
43104,2025-12-04 11:17:23.990
43106,2025-12-05 07:50:47.960
43107,2025-12-04 07:34:02.667
43114,2025-12-04 07:33:11.060
43115,2025-12-04 07:55:53.890
43117,2025-12-04 07:33:18.293
43134,2025-12-05 06:09:21.557
43138,2025-12-04 07:33:21.590
43141,2025-12-04 11:25:15.197
43153,2025-12-04 07:33:25.573
43158,2025-12-04 07:33:23.563
43164,2025-12-04 07:33:28.913
43171,2025-12-04 11:23:35.087
43173,2025-12-04 11:21:41.750
43174,2025-12-04 07:33:32.140
43176,2025-12-08 15:16:20.310
43183,2025-12-04 07:33:37.780
43185,2025-12-04 07:34:15.220
43188,2025-12-04 07:33:42.653
43192,2025-12-04 07:34:17.760
43193,2025-12-04 07:33:55.490
43194,2025-12-04 07:33:59.797
43195,2025-12-05 08:17:19.850
43212,2025-12-04 07:34:00.050
43223,2025-12-04 07:36:12.980
43226,2025-12-04 07:33:45.623
43231,2025-12-04 08:07:53.217
43235,2025-12-04 07:34:55.407
43254,2025-12-04 10:19:53.133
43258,2025-10-14 11:23:15.060
43259,2025-12-04 07:34:25.327
43265,2025-12-04 07:59:55.940
43278,2025-12-04 07:34:41.730
43284,2025-12-05 06:35:28.947
43286,2025-12-04 07:34:07.870
43295,2025-12-05 08:17:22.520
43300,2025-12-09 16:50:12.687
43304,2025-12-04 07:34:19.863
43310,2025-12-02 14:11:06.270
43316,2025-12-04 07:34:44.273
43329,2025-12-05 08:17:24.890
43337,2025-12-04 07:34:32.053
43340,2025-12-04 07:34:34.700
43351,2025-12-04 14:08:11.967
43357,2025-12-04 07:34:39.320
43365,2025-12-04 11:34:40.790
43368,2025-12-04 07:35:01.050
43369,2025-12-04 07:34:48.160
43371,2025-12-04 07:35:04.320
43379,2025-11-24 11:33:41.507
43382,2025-12-04 07:34:50.630
43393,2025-12-04 07:34:52.690
43395,2025-12-05 07:41:23.900
43397,2025-12-04 11:47:55.197
43400,2025-12-04 07:34:57.737
43410,2025-12-04 07:35:05.993
43418,2025-12-05 08:17:27.967
43430,2025-12-04 07:35:14.360
43436,2025-12-04 07:36:28.543
43440,2025-12-04 07:35:42.210
43441,2025-12-04 07:48:16.947
43443,2025-12-04 07:37:36.987
43447,2025-12-05 08:17:30.130
43450,2025-12-04 08:54:32.860
43455,2025-12-05 08:03:06.710
43461,2025-12-04 07:35:25.077
43462,2025-12-04 07:37:13.810
43494,2025-12-04 07:40:15.460
43496,2025-12-04 07:35:22.480
43508,2025-12-04 07:35:27.267
43522,2025-12-04 11:25:47.540
43525,2025-12-04 07:35:29.717
43537,2025-12-04 07:35:46.847
43539,2025-12-04 07:35:39.870
43543,2025-12-04 10:19:51.093
43544,2025-12-04 11:48:27.530
43550,2025-12-04 07:35:34.713
43565,2025-12-04 08:02:55.250
43575,2025-12-04 07:35:44.293
43576,2025-12-04 07:35:48.490
43592,2025-12-04 07:35:54.520
43600,2025-12-04 13:47:58.787
43601,2025-12-05 07:51:15.747
43604,2025-12-05 08:03:34.713
43606,2025-12-04 07:37:32.677
43609,2025-12-05 07:10:37.340
43615,2025-12-04 07:35:59.240
43644,2025-12-04 07:36:06.913
43645,2025-12-04 10:22:02.307
43649,2025-12-04 07:36:17.733
43650,2025-12-04 07:36:09.663
43653,2025-12-04 14:14:28.123
43671,2025-12-04 07:37:25.253
43674,2025-12-04 07:49:07.633
43675,2025-12-04 07:37:51.210
43676,2025-12-04 07:36:15.487
43684,2025-12-04 10:36:52.407
43689,2025-12-04 07:36:23.057
43700,2025-12-04 07:36:20.293
43703,2025-12-04 07:36:25.813
43706,2025-12-04 14:02:26.047
43710,2025-12-04 07:36:32.160
43714,2025-12-04 07:36:30.293
43715,2025-12-04 07:36:43.830
43717,2025-12-04 07:36:41.233
43718,2025-12-04 07:36:45.903
43723,2025-12-04 07:37:20.740
43733,2025-12-04 07:36:54.007
43735,2025-12-01 13:24:00.790
43738,2025-12-04 07:36:51.460
43745,2025-12-04 07:55:00.963
43755,2025-12-04 11:26:03.427
43756,2025-12-05 08:17:37.257
43762,2025-12-04 07:36:56.293
43777,2025-12-04 07:36:59.257
43785,2025-12-04 07:38:59.123
43813,2025-12-05 08:17:38.753
43831,2025-12-04 07:37:04.160
43840,2025-12-04 07:37:43.330
43844,2025-12-04 07:28:51.523
43866,2025-12-04 07:37:11.283
43880,2025-12-04 07:37:16.470
43883,2025-12-04 11:30:07.267
43894,2025-12-04 07:37:18.817
43929,2025-12-04 07:37:27.733
43937,2025-12-04 07:58:15.560
43948,2025-12-04 07:31:17.010
43951,2025-12-04 07:37:29.367
43953,2025-12-05 08:17:41.907
43962,2025-12-04 07:48:11.817
43976,2025-12-05 08:17:44.243
43978,2025-12-04 07:37:40.350
43982,2025-12-04 07:37:48.710
44001,2025-12-04 07:56:15.900
44034,2025-12-04 07:37:54.717
44035,2025-12-05 07:57:28.210
44036,2025-12-04 07:37:57.440
44038,2025-12-04 07:39:07.950
44039,2025-12-05 07:47:47.063
44047,2025-12-04 07:45:15.000
44048,2025-12-04 07:38:46.877
44050,2025-12-04 07:38:50.740
44075,2025-12-04 07:39:13.963
44078,2025-12-04 07:38:03.417
44082,2025-12-04 07:38:06.257
44083,2025-12-05 07:33:32.377
44085,2025-12-04 07:38:53.453
44088,2025-12-04 07:38:10.847
44089,2025-12-04 07:38:08.103
44092,2025-10-14 09:18:39.570
44101,2025-12-04 07:38:18.187
44108,2025-09-29 13:23:26.207
44152,2025-12-04 11:50:43.277
44159,2025-12-04 11:13:26.867
44173,2025-12-04 07:39:02.397
44179,2025-12-04 07:38:21.017
44184,2025-12-04 11:35:45.787
44192,2025-12-04 07:38:22.597
44210,2025-12-04 07:45:18.377
44221,2025-12-04 07:38:24.467
44227,2025-12-04 07:38:26.947
44229,2025-12-04 07:39:09.980
44234,2025-12-04 07:38:29.833
44237,2025-12-04 07:38:32.510
44239,2025-12-04 08:04:55.260
44240,2025-12-04 07:38:44.177
44243,2025-12-04 07:38:35.257
44245,2025-12-04 07:29:26.217
44248,2025-12-05 08:17:54.260
44256,2025-12-04 07:38:50.830
44261,2025-12-05 05:58:39.483
44270,2025-12-04 07:30:33.923
44273,2025-12-04 07:38:56.323
44278,2025-12-04 09:04:31.427
44282,2025-12-04 07:39:05.583
44294,2025-12-04 07:29:01.993
44296,2025-12-02 13:45:22.240
44312,2025-12-04 07:28:58.713
44314,2025-12-04 07:28:47.103
44322,2025-12-04 07:25:20.557
44327,2025-12-04 07:48:00.640
44333,2025-12-05 07:02:02.213
44343,2025-12-04 07:30:07.390
44347,2025-12-04 07:25:01.213
44348,2025-12-04 07:25:09.850
44350,2025-12-04 07:29:07.287
44352,2025-12-04 07:51:10.763
44367,2025-12-04 07:28:44.927
44371,2025-12-04 07:25:13.590
44372,2025-12-04 07:25:17.060
44382,2025-12-04 07:25:07.820
44388,2025-12-04 07:40:26.310
44392,2025-12-04 14:28:17.700
44396,2025-12-04 13:57:44.920
44404,2025-12-04 14:14:44.987
44406,2025-12-04 11:40:05.890
44417,2025-11-15 20:02:20.923
44425,2025-12-04 07:52:29.837
44438,2025-12-04 11:41:57.013
44439,2025-12-04 07:25:25.477
44443,2025-12-05 08:18:07.370
44452,2025-12-04 07:28:27.323
44463,2025-12-04 07:28:29.037
44470,2025-12-04 14:07:45.357
44471,2025-12-04 08:05:36.360
44483,2025-12-04 07:29:28.890
44486,2025-12-04 07:30:12.160
44488,2025-12-04 07:28:41.503
44490,2025-12-04 13:58:15.970
44496,2025-12-04 07:28:30.910
44500,2025-12-04 11:49:30.937
44513,2025-12-04 11:08:53.113
44518,2025-12-04 09:09:04.273
44522,2025-12-04 07:28:33.537
44531,2025-12-04 07:28:36.440
44536,2025-12-04 07:28:38.550
44542,2025-12-04 07:29:54.607
44544,2025-12-04 07:44:10.390
44549,2025-12-04 07:28:54.183
44552,2025-12-04 14:25:38.387
44556,2025-12-04 07:28:56.300
44571,2025-10-10 16:23:46.583
44582,2025-12-04 07:31:13.997
44584,2025-12-04 07:29:04.447
44598,2025-12-04 07:29:44.910
44600,2025-12-05 07:52:17.810
44601,2025-12-04 07:43:06.183
44603,2025-12-05 08:18:13.973
44604,2025-12-04 07:29:10.827
44608,2025-12-04 07:29:16.383
44612,2025-12-09 16:38:43.883
44614,2025-12-04 07:29:13.010
44615,2025-12-04 07:39:44.397
44627,2025-12-04 07:29:18.757
44628,2025-12-05 07:36:17.110
44633,2025-12-04 07:29:21.050
44637,2025-12-04 10:21:24.857
44641,2025-12-04 07:29:23.540
44643,2025-12-04 07:29:37.567
44659,2025-12-04 10:44:20.170
44667,2025-12-04 07:30:30.983
44675,2025-12-04 07:29:30.407
44693,2025-12-04 11:45:54.707
44694,2025-12-04 07:42:21.587
44695,2025-12-04 07:29:32.677
44712,2025-12-04 07:30:42.117
44717,2025-12-04 07:29:39.707
44724,2025-10-31 08:14:47.543
44726,2025-12-05 06:15:20.487
44730,2025-12-04 07:30:21.723
44737,2025-12-04 07:58:13.087
44744,2025-12-04 07:30:14.610
44747,2025-12-04 07:53:45.050
44754,2025-12-04 07:29:59.410
44757,2025-10-08 10:34:55.410
44758,2025-12-04 07:29:48.237
44771,2025-12-04 07:29:57.350
44773,2025-12-04 07:43:41.347
44776,2025-12-04 07:29:50.010
44781,2025-12-04 07:29:50.080
44786,2025-12-05 08:18:20.150
44802,2025-12-04 07:30:14.450
44809,2025-12-04 07:30:02.150
44811,2025-12-04 07:50:54.473
44818,2025-12-04 07:30:04.680
44820,2025-12-04 07:55:20.953
44827,2025-12-04 08:05:25.327
44831,2025-10-22 16:13:06.890
44836,2025-12-04 07:30:09.770
44840,2025-12-04 11:29:28.153
44849,2025-12-04 07:30:19.787
44857,2025-12-04 07:30:17.460
44859,2025-12-04 07:31:02.700
44863,2025-12-04 10:08:13.487
44865,2025-12-04 10:51:12.180
44866,2025-12-04 07:30:40.127
44883,2025-12-04 07:40:31.940
44890,2025-12-04 07:30:57.090
44893,2025-12-04 07:31:19.700
44894,2025-12-04 13:55:55.160
44901,2025-12-04 07:30:44.490
44904,2025-12-04 07:43:51.870
